example_id,source_group_id,split,id,query,active_unit_count,vehicle_unit_count,has_vehicle_target,domains,issue_codes,initial_status,final_status
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13139,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13139,train,13139,现在车外气温多少度,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13140,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13140,train,13140,来个暴打柠檬冬瓜茶,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13141,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13141,train,13141,播两首点小红acbd的歌单里的音乐,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13142,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13142,train,13142,新风系统最大档风力,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13143,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13143,train,13143,北京站到上海虹桥站的高铁一天有几班,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13144,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13144,train,13144,让脚部感觉暖洋洋的,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13145,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13145,train,13145,伍佰上海演唱会,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13146,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13146,train,13146,开空调风速风量调到六,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13147,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13147,train,13147,打开按摩打开通风,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13148,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13148,train,13148,音效模式选择成典雅旋律,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13149,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13149,train,13149,上证指数市场情况,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13150,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13150,train,13150,婆婆遇上妈,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13151,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13151,train,13151,请导航去,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13152,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13152,train,13152,播放最火的菊与刀第三章,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13153,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13153,train,13153,烟机的吸力给我启动最大档,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13154,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13154,train,13154,把主驾座空调的锁解了,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13155,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13155,train,13155,明天的天气冷不冷哟,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13156,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13156,train,13156,回到菜单,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13157,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13157,train,13157,换成哦呃喔李健的歌曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13158,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13158,train,13158,能否帮我播放一个评书,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13159,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13159,train,13159,清理缓存,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13160,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13160,train,13160,外循环风量一挡关闭制冷,3,3,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13161,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13161,train,13161,我要听歌曲方可的单人舞,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13162,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13162,train,13162,黄油贝贝南瓜,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13163,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13163,train,13163,请给小孩儿放一下已收藏的小红ABC的儿童故事,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13164,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13164,train,13164,设置一下,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13165,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13165,train,13165,给我放孟浩然的古诗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13166,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13166,train,13166,进入收音机播放列表,1,0,False,收音机,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13167,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13167,train,13167,调下热水器水温高10度,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13168,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13168,train,13168,你叫什么名字英文怎么说,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13169,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13169,train,13169,伴你回家开,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13170,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13170,train,13170,请问武汉现在洗车方便吗,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13171,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13171,train,13171,关掉大灯打开示廓灯,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13172,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13172,train,13172,萌犬好声音三英文,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13173,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13173,train,13173,听首一个那个小红acbd歌单里的,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13174,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13174,train,13174,播首额呃额送别,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13175,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13175,train,13175,我要吃意式马卡龙,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13176,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13176,train,13176,104.3广播频道,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13177,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13177,train,13177,设置晚上十点后消毒柜消毒,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13178,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13178,train,13178,给我把空调屏幕亮度为我再降低一些,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13179,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13179,train,13179,你有没有不出这首诗,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13180,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13180,train,13180,打开一下限速信息提醒,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13181,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13181,train,13181,把音量调整到十五,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13182,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13182,train,13182,我要听日落大道然后帮我开启氛围灯并调到红色,2,1,True,车载控制|音乐,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13183,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13183,train,13183,把空调自然风关设置页面,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13184,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13184,train,13184,琥珀桃仁,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13185,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13185,train,13185,B站跨年晚会,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13186,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13186,train,13186,这歌哪个明星的,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13187,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13187,train,13187,左边座椅按摩调为脊柱松弛,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13188,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13188,train,13188,我想开启导航极简播报模式,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13189,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13189,train,13189,帮我播放周杰伦的歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13190,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13190,train,13190,打开副驾吹脸不用吹脚,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13191,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13191,train,13191,打开冰箱童锁,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13192,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13192,train,13192,我要吃符离集烧鸡,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13193,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13193,train,13193,播放粉刷匠,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13194,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13194,train,13194,我要听儿歌小兔迷路,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13195,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13195,train,13195,打开智能混动打开四驱模式,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13196,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13196,train,13196,看看多媒体声音设置,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13197,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13197,train,13197,息屏然后折叠后视镜,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13198,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13198,train,13198,开启主驾座椅按摩导航去公司,2,1,True,地图|车载控制,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13199,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13199,train,13199,打开空调设置窗口,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13200,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13200,train,13200,去年2月有几天,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13201,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13201,train,13201,副驾座椅一键零重力打开,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13202,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13202,train,13202,冰箱定时为我关闭,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13203,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13203,train,13203,我想吃螺蛳肉炒韭菜,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13204,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13204,train,13204,底盘悬架调低点,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13205,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13205,train,13205,打开打开前排座椅按摩打开座椅通风,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13206,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13206,train,13206,帮我停止运行车速补偿音量吧,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13207,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13207,train,13207,天冷不冷啊,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13208,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13208,train,13208,关明天出门的时候会不会下雨,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13209,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13209,train,13209,打开座椅通风放一首歌曲,2,1,True,车载控制|音乐,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13210,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13210,train,13210,儿童座椅设置为恒温通风,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13211,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13211,train,13211,我要听脱口秀节目,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13212,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13212,train,13212,打开U盘音乐,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13213,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13213,train,13213,开启烛光晚餐,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13214,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13214,train,13214,打开天窗遮阳帘打开副驾车窗,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13215,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13215,train,13215,播放古诗拨不断菊花开,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13216,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13216,train,13216,空调不要对面吹,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13217,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13217,train,13217,扶手台朝后方移动,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13218,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13218,train,13218,小云小云今天天气如何,1,0,False,天气,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13219,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13219,train,13219,关闭全车氛围灯导航去公司,2,1,True,地图|车载控制,mixed_domain_example,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13220,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13220,train,13220,播放不孝有三,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13221,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13221,train,13221,冰箱的冷藏室现在是多少度,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13222,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13222,train,13222,我想看洛丽塔,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13223,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13223,train,13223,只能在前排播放周杰伦的歌,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13224,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13224,train,13224,底小纵队,1,0,False,影视,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13225,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13225,train,13225,寻车模式修改为闪灯,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13226,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13226,train,13226,打开空调打开座椅通风最大挡,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13227,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13227,train,13227,我要听儿歌一休,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13228,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13228,train,13228,芦笋炒虾仁,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13229,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13229,train,13229,打开右车窗并关闭天窗,2,2,True,车载控制,split_sens_lt_semantic_units,manual_review,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13230,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13230,train,13230,你怎么才能帮我播相声,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13231,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13231,train,13231,流媒体的亮度把它稍微改的亮一些,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13232,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13232,train,13232,不需要搅拌呢,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13233,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13233,train,13233,我想吃豆沙卷,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13234,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13234,train,13234,查一下到苏州大学附近如家酒店的骑行路线,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13235,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13235,train,13235,中音太高啦,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13236,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13236,train,13236,全车打开座椅按摩座椅通风,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13237,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13237,train,13237,关闭座椅通风空调风速调到一挡,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13238,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13238,train,13238,来一首刘德华的SUIBOM,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13239,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13239,train,13239,麻烦带我去世界之窗地铁站的肯德基,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13240,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13240,train,13240,我要吃橙香鸡翅根,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13241,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13241,train,13241,后排安全带报警音打开,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13242,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13242,train,13242,消毒柜重新运行,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13243,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13243,train,13243,打开后排车内灯,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13244,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13244,train,13244,播放和垃圾分类有关的新闻,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13245,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13245,train,13245,打开FM幺零四点七收听苏州交通广播,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13246,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13246,train,13246,我不需要电子眼播报了,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13247,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13247,train,13247,播放下一首歌曲,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13248,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13248,train,13248,播放CALMA的音乐,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13249,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13249,train,13249,重呼这个号码,1,0,False,打电话,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13250,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13250,train,13250,降低五分钟驻车加热的运行时长,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13251,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13251,train,13251,呃打开天窗打开遮阳帘,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13252,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13252,train,13252,开启全局路线,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13253,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13253,train,13253,打开来电语音播报,1,1,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13254,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13254,train,13254,附近六七百米的加油站,1,0,False,地图,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13255,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13255,train,13255,播放爱上你是一个错,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13256,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13256,train,13256,打开空调关闭全部车窗,2,2,True,车载控制,,candidate,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13257,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13257,train,13257,明天的气怎么样,0,0,False,,no_vehicle_target|split_sens_gt_semantic_units|unannotated_source,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13258,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13258,train,13258,马丁,1,0,False,音乐,no_vehicle_target,excluded,
macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13259,macslu:40670d121a89ad7142e3536ee6dc05374d095f6b:train:13259,train,13259,毛不易的歌,1,0,False,音乐,no_vehicle_target,excluded,
