slot_name,slot_value,total,train,validation,test
子功能,危险动作检测报警,1,1,0,0
子功能,危险行为监测,1,0,1,0
子功能,后交叉路口辅助,1,1,0,0
子功能,后向横穿,1,1,0,0
子功能,后向目标横穿预警,1,1,0,0
子功能,后方交通穿行提示,1,1,0,0
子功能,后方横向来车预警,1,1,0,0
子功能,后碰撞警告,1,1,0,0
子功能,城市智能领航辅助,1,1,0,0
子功能,城市领航辅助功能,1,1,0,0
子功能,强制保电,1,1,0,0
子功能,手动变道辅助,1,1,0,0
子功能,手势静音,1,1,0,0
子功能,拨杆变道,1,1,0,0
子功能,拨杆变道功能,1,1,0,0
子功能,智能限速偏移值,1,1,0,0
子功能,智能限速控制,1,1,0,0
子功能,横穿侧向制动,1,1,0,0
子功能,疲劳驾驶检测,1,1,0,0
子功能,碰撞安全辅助,1,1,0,0
子功能,碰撞辅助,1,1,0,0
子功能,紧急保持车道辅助,1,1,0,0
子功能,紧急制动,1,1,0,0
子功能,紧急转向辅助,1,1,0,0
子功能,红绿灯提示,1,1,0,0
子功能,红绿灯提醒,1,1,0,0
子功能,维持行驶在当前车道上,1,0,0,1
子功能,自主变道辅助,1,1,0,0
子功能,自动导航辅助,1,1,0,0
子功能,自动辅助导航驾驶,1,1,0,0
子功能,自动领航,1,1,0,0
子功能,行为监测,1,1,0,0
子功能,超速监测,1,1,0,0
子功能,超速警示音,1,1,0,0
子功能,超速限制,1,1,0,0
子功能,车辆超速通知,1,0,1,0
子功能,车速限制功能,1,1,0,0
子功能,车道保持,1,1,0,0
子功能,车道保持系统,1,1,0,0
子功能,车道偏向预警,1,1,0,0
子功能,车道偏差预警,1,1,0,0
子功能,车道偏离,1,1,0,0
子功能,车道变更确认功能,1,1,0,0
子功能,辅助我进行车道变更,1,1,0,0
子功能,辅助驾驶播报,1,1,0,0
子功能,近红外夜视,1,1,0,0
子功能,近距离预防性制动,1,1,0,0
子功能,速报警,1,1,0,0
子功能,道路标识识别,1,1,0,0
子功能,门开预警功能,1,0,1,0
子功能,限速信息提醒,1,1,0,0
子功能,限速偏移值,1,1,0,0
子功能,限速报警,1,1,0,0
子功能,限速报警偏差,1,1,0,0
子功能,限速装置,1,1,0,0
子功能,限速警告音,1,1,0,0
子功能,预测性紧急碰撞预警,1,1,0,0
子功能,预防性刹车,1,0,1,0
子功能,预防性刹车距离,1,1,0,0
子功能,驾驶员疲劳监测,1,1,0,0
子功能,驾驶辅助,1,1,0,0
子功能,高级驾驶辅助,1,1,0,0
对象,一体屏,1,0,0,1
对象,下腰托,1,1,0,0
对象,两块天窗玻璃,1,1,0,0
对象,主动扩散器,1,1,0,0
对象,主屏,1,1,0,0
对象,主显示屏,1,0,0,1
对象,交流接口盖,1,0,0,1
对象,交流直流二合一充电口盖,1,0,0,1
对象,交流端盖,1,1,0,0
对象,倒后镜,1,0,0,1
对象,储物箱,1,1,0,0
对象,充电盖口,1,1,0,0
对象,全景记录仪,1,1,0,0
对象,全气候灯光,1,1,0,0
对象,全车照明,1,1,0,0
对象,冰箱门,1,1,0,0
对象,净化空气,1,1,0,0
对象,减震,1,1,0,0
对象,制动踏板感,1,1,0,0
对象,刹车,1,0,1,0
对象,前备箱,1,1,0,0
对象,前灯,1,1,0,0
对象,前照灯,1,1,0,0
对象,前视记录仪,1,1,0,0
对象,副屏幕,1,1,0,0
对象,功放,1,1,0,0
对象,加速能力,1,1,0,0
对象,危险报警灯,1,0,1,0
对象,双跳灯,1,1,0,0
对象,双闪,1,1,0,0
对象,双闪灯,1,1,0,0
对象,双闪警示灯,1,1,0,0
对象,口盖,1,0,0,1
对象,右转向灯,1,1,0,0
对象,后备箱的门,1,1,0,0
对象,后备箱盖,1,1,0,0
对象,后尾箱,1,1,0,0
对象,坐垫侧翼,1,1,0,0
对象,坐垫再,1,1,0,0
对象,天幕遮阳帘,1,1,0,0
对象,天窗前遮阳帘,1,1,0,0
对象,天窗的玻璃,1,0,1,0
对象,头枕音响播放,1,1,0,0
对象,头顶,1,1,0,0
对象,头顶灯光,1,1,0,0
对象,娱乐主机大屏,1,1,0,0
对象,娱乐显示屏,1,0,1,0
对象,室内顶灯,1,0,0,1
对象,寻车灯光,1,1,0,0
对象,将灯光,1,1,0,0
对象,小灯,1,1,0,0
对象,屁股座垫,1,0,0,1
对象,底盘悬架,1,1,0,0
对象,座,1,1,0,0
对象,座位的靠背,1,1,0,0
对象,座椅上腰托,1,1,0,0
对象,座椅位置,1,1,0,0
对象,座椅坐盆,1,1,0,0
对象,座椅脚托,1,1,0,0
对象,座椅腰托上腰托,1,1,0,0
对象,座椅高度,1,1,0,0
对象,心跳氛围灯,1,1,0,0
对象,我要,1,1,0,0
对象,扶手箱,1,1,0,0
对象,护眼灯,1,1,0,0
对象,报警灯,1,1,0,0
对象,拐弯灯,1,1,0,0
对象,拖车钩,1,0,1,0
对象,按键,1,1,0,0
对象,挡风玻璃雨刮器,1,1,0,0
对象,挡风窗,1,1,0,0
对象,旋转灯,1,0,0,1
对象,星环氛围灯,1,1,0,0
对象,星空穹顶,1,1,0,0
对象,智能底盘,1,1,0,0
对象,椅坐垫,1,1,0,0
对象,椅子靠背,1,1,0,0
对象,椅背屏,1,1,0,0
对象,椅背屏左,1,1,0,0
对象,椅靠背支撑,1,1,0,0
对象,氛围氛围灯,1,1,0,0
对象,汽车电源,1,1,0,0
对象,汽车运行,1,1,0,0
对象,汽车驾驶模式,1,1,0,0
对象,激光雷达,1,1,0,0
对象,灯光同步,1,1,0,0
对象,照地灯,1,1,0,0
对象,照明,1,1,0,0
对象,电动出风口,1,1,0,0
对象,电子手刹,1,1,0,0
对象,电椅,1,1,0,0
对象,电滑门,1,1,0,0
对象,直流端盖,1,1,0,0
对象,相机,1,1,0,0
对象,空悬,1,0,1,0
对象,空调调,1,1,0,0
对象,窗口,1,1,0,0
对象,窗户玻璃,1,0,0,1
对象,窗玻璃,1,1,0,0
对象,窗窗帘,1,1,0,0
对象,腰托上腰托,1,1,0,0
对象,腰架,1,1,0,0
对象,腿架,1,1,0,0
对象,自动礼仪灯,1,1,0,0
对象,蓝牙钥匙,1,1,0,0
对象,行李箱,1,0,0,1
对象,行驶灯,1,1,0,0
对象,视镜,1,1,0,0
对象,警示灯,1,1,0,0
对象,记录仪,1,0,0,1
对象,踏板加速,1,1,0,0
对象,车内所有灯光,1,1,0,0
对象,车内氛围灯,1,0,0,1
对象,车外灯光,1,1,0,0
对象,车窗子,1,1,0,0
对象,车窗户,1,1,0,0
对象,车窗车窗,1,1,0,0
对象,车窗雨刮,1,0,1,0
对象,车载冰箱抽屉,1,1,0,0
对象,车载香氛,1,1,0,0
对象,车辆操作模式,1,1,0,0
对象,车辆模式,1,1,0,0
对象,车隔断玻璃,1,1,0,0
对象,车顶,1,1,0,0
对象,遥控,1,1,0,0
对象,遮光板,1,1,0,0
对象,遮阳,1,1,0,0
对象,遮阳帘调节,1,1,0,0
对象,长联屏屏幕,1,1,0,0
对象,门把手,1,1,0,0
对象,门把手灯光,1,1,0,0
对象,门控灯,1,1,0,0
对象,门玻璃,1,1,0,0
对象,除味,1,1,0,0
对象,雨刮刮,1,1,0,0
对象,雨灯,1,1,0,0
对象,靠椅,1,1,0,0
对象,靠背包裹,1,1,0,0
对象,靠背还要,1,1,0,0
对象,面发光灯,1,1,0,0
对象,顶灯,1,1,0,0
对象,香氛石,1,1,0,0
对象,香水,1,1,0,0
对象,香熏,1,1,0,0
对象,香薰发射器,1,0,0,1
对象功能,一键翻折,1,1,0,0
对象功能,一键零重力,1,1,0,0
对象功能,一键零重力坐姿,1,1,0,0
对象功能,交直流电,1,0,0,1
对象功能,伴我回家灯照明,1,1,0,0
对象功能,伴我照亮回家,1,1,0,0
对象功能,伸长,1,1,0,0
对象功能,低速提示,1,1,0,0
对象功能,低速提示报警,1,1,0,0
对象功能,低速行人警告音,1,1,0,0
对象功能,低速行驶,1,1,0,0
对象功能,低速行驶外警示音,1,1,0,0
对象功能,低速行驶车外警示音,1,1,0,0
对象功能,低速行驶音,1,0,0,1
对象功能,低速警报,1,1,0,0
对象功能,低速预警,1,1,0,0
对象功能,侧窗锁,1,1,0,0
对象功能,倒车时后视镜倾斜,1,1,0,0
对象功能,倒车音,1,1,0,0
对象功能,儿童保护锁,1,1,0,0
对象功能,儿童锁落锁,1,0,1,0
对象功能,充放电,1,1,0,0
对象功能,内折收,1,1,0,0
对象功能,冷藏,1,1,0,0
对象功能,出口,1,1,0,0
对象功能,出风口模式,1,1,0,0
对象功能,加,1,1,0,0
对象功能,加热功能,1,1,0,0
对象功能,加热喷水嘴,1,0,0,1
对象功能,动力,1,1,0,0
对象功能,动力学,1,1,0,0
对象功能,动态迎宾,1,1,0,0
对象功能,升温,1,1,0,0
对象功能,单门闭锁,1,1,0,0
对象功能,去潮模式,1,1,0,0
对象功能,去霜,1,0,1,0
对象功能,取暖,1,0,1,0
对象功能,右边的出风口,1,1,0,0
对象功能,右边空调出风口,1,1,0,0
对象功能,右面电动吹风口,1,0,0,1
对象功能,同步座椅通风,1,1,0,0
对象功能,喷水,1,1,0,0
对象功能,声场优化,1,1,0,0
对象功能,声场平衡,1,1,0,0
对象功能,声音优化,1,1,0,0
对象功能,声音均衡,1,1,0,0
对象功能,声音平衡,1,1,0,0
对象功能,安全带报警音,1,1,0,0
对象功能,安全带提示,1,0,0,1
对象功能,安全带未系报警,1,1,0,0
对象功能,安全带没系提醒音,1,1,0,0
对象功能,安全报警提示音,1,1,0,0
对象功能,完全放平,1,1,0,0
对象功能,对外供电,1,0,0,1
对象功能,小憩,1,0,0,1
对象功能,左手侧吹风口,1,1,0,0
对象功能,干燥,1,1,0,0
对象功能,干燥功能,1,1,0,0
对象功能,平衡,1,1,0,0
对象功能,座椅声场,1,1,0,0
对象功能,延时掉电,1,1,0,0
对象功能,延迟照明,1,1,0,0
对象功能,弯到照明,1,1,0,0
对象功能,快速充电功能,1,1,0,0
对象功能,感应,1,1,0,0
对象功能,感应开启,1,1,0,0
对象功能,慢速充电,1,0,0,1
对象功能,折起来,1,1,0,0
对象功能,抽湿功能,1,1,0,0
对象功能,持续工作,1,1,0,0
对象功能,按,1,1,0,0
对象功能,按摩按摩,1,1,0,0
对象功能,按键,1,1,0,0
对象功能,按键声,1,0,1,0
对象功能,按键声音,1,1,0,0
对象功能,按键锁,1,1,0,0
对象功能,挡风喷水功能,1,1,0,0
对象功能,挡风除雾,1,1,0,0
对象功能,挡风除霜,1,0,0,1
对象功能,换气,1,1,0,0
对象功能,接近解锁,1,1,0,0
对象功能,收起,1,1,0,0
对象功能,放倒,1,1,0,0
对象功能,放电,1,1,0,0
对象功能,方控,1,1,0,0
对象功能,无线投屏,1,1,0,0
对象功能,智能理疗,1,1,0,0
对象功能,欢送,1,0,1,0
对象功能,清洗,1,0,1,0
对象功能,热一下,1,1,0,0
对象功能,热一热,1,1,0,0
对象功能,照地,1,1,0,0
对象功能,照我回家,1,1,0,0
对象功能,狭窄道路,1,1,0,0
对象功能,环视退出,1,0,1,0
对象功能,玻璃除雾,1,1,0,0
对象功能,玻璃除霜,1,1,0,0
对象功能,理疗模式,1,0,1,0
对象功能,电除霜,1,1,0,0
对象功能,白天黑夜,1,0,1,0
对象功能,直流电,1,1,0,0
对象功能,直立,1,1,0,0
对象功能,离子净化器,1,1,0,0
对象功能,离家照明延时,1,1,0,0
对象功能,窗户锁,1,0,0,1
对象功能,窗洗涤模式,1,1,0,0
对象功能,翻折,1,1,0,0
对象功能,联动,1,1,0,0
对象功能,联动迎宾,1,1,0,0
对象功能,自动下翻功能,1,1,0,0
对象功能,自动息屏,1,1,0,0
对象功能,自动缩回,1,1,0,0
对象功能,节电延时,1,1,0,0
对象功能,蓝牙主动降噪,1,1,0,0
对象功能,蓝牙可见搜索,1,0,1,0
对象功能,蓝牙通话降噪,1,1,0,0
对象功能,行人提示音,1,1,0,0
对象功能,行人提醒音,1,1,0,0
对象功能,行车低速提示音,1,1,0,0
对象功能,行车关窗,1,1,0,0
对象功能,行车自动落锁,1,1,0,0
对象功能,行车落锁,1,1,0,0
对象功能,解锁功能,1,1,0,0
对象功能,警报音,1,1,0,0
对象功能,警报音量,1,1,0,0
对象功能,设为折叠,1,1,0,0
对象功能,设备管理器,1,1,0,0
对象功能,设备连接器,1,0,1,0
对象功能,调直,1,1,0,0
对象功能,负离子,1,1,0,0
对象功能,负离子功能,1,1,0,0
对象功能,躺下,1,1,0,0
对象功能,躺倒,1,1,0,0
对象功能,车外SAYHI声音,1,1,0,0
对象功能,车外低速报警音,1,1,0,0
对象功能,车外低速提示音,1,1,0,0
对象功能,车外报警,1,0,1,0
对象功能,车外报警音,1,1,0,0
对象功能,车外的声音,1,1,0,0
对象功能,车外行人提示音,1,1,0,0
对象功能,车窗加热,1,1,0,0
对象功能,车窗加热功能,1,1,0,0
对象功能,车窗短升短降,1,1,0,0
对象功能,车窗童锁,1,1,0,0
对象功能,车窗起雾了,1,0,0,1
对象功能,车窗除霜,1,1,0,0
对象功能,车辆警示音,1,1,0,0
对象功能,转向联动,1,1,0,0
对象功能,迎宾模式,1,1,0,0
对象功能,进入窄道时开启预览,1,1,0,0
对象功能,连接管理器,1,1,0,0
对象功能,通通风,1,1,0,0
对象功能,通风模,1,1,0,0
对象功能,锁车关窗,1,1,0,0
对象功能,锁车外后视镜自动折叠模式,1,1,0,0
对象功能,锁车外后视镜自动折叠系统,1,1,0,0
对象功能,锁车折叠,1,1,0,0
对象功能,闭锁,1,0,0,1
对象功能,闭锁关窗,1,1,0,0
对象功能,闭锁车窗,1,1,0,0
对象功能,除雾模式,1,1,0,0
对象功能,除霜除雾,1,1,0,0
对象功能,除霜除雾功能,1,1,0,0
对象功能,靠近照明,1,1,0,0
对象功能,靠近解锁,1,0,1,0
对象功能,音效加强,1,1,0,0
对象功能,预览,1,0,1,0
对象功能,风口,1,1,0,0
对象功能,风挡喷玻璃水,1,1,0,0
对象功能,风挡除霜,1,1,0,0
对象功能,驻车档解锁功能,1,1,0,0
对象功能,驻车解锁,1,1,0,0
序列号,+1,1,1,0,0
序列号,-1,1,1,0,0
序列号,上个,1,1,0,0
序列号,后一个,1,1,0,0
座椅记忆位置,1,1,1,0,0
座椅记忆位置,2,1,1,0,0
座椅记忆位置,上一个,1,1,0,0
座椅记忆位置,二,1,1,0,0
座椅记忆位置,位置1,1,1,0,0
座椅记忆位置,位置三,1,0,1,0
座椅记忆位置,偏好一,1,1,0,0
座椅记忆位置,副驾位,1,1,0,0
座椅记忆位置,功能3,1,0,1,0
座椅记忆位置,坐姿二,1,1,0,0
座椅记忆位置,备用位,1,0,0,1
座椅记忆位置,记忆功能1,1,1,0,0
座椅记忆位置,账号记忆,1,1,0,0
座椅记忆位置,驾驶习惯,1,1,0,0
摄像头模式,延时摄影,1,1,0,0
摄像头模式,照相延时,1,1,0,0
摄像头模式,短视频,1,1,0,0
操作,上升,1,0,0,1
操作,下来,1,1,0,0
操作,不显示,1,1,0,0
操作,亮起,1,1,0,0
操作,体验,1,1,0,0
操作,停了,1,1,0,0
操作,停止一下,1,1,0,0
操作,储存,1,0,1,0
操作,关个,1,1,0,0
操作,关了一下,1,1,0,0
操作,关关,1,1,0,0
操作,关小,1,1,0,0
操作,关掉一下,1,1,0,0
操作,关闭一下下,1,0,1,0
操作,切为,1,1,0,0
操作,切换为关闭,1,1,0,0
操作,切换至,1,1,0,0
操作,加强,1,1,0,0
操作,升起来,1,1,0,0
操作,变,1,1,0,0
操作,变更为,1,0,0,1
操作,变更到,1,1,0,0
操作,可以关闭,1,1,0,0
操作,后翘,1,1,0,0
操作,向外显露,1,1,0,0
操作,回到,1,0,0,1
操作,外启,1,1,0,0
操作,好,1,1,0,0
操作,存,1,1,0,0
操作,展开,1,1,0,0
操作,座,1,1,0,0
操作,开一点通风,1,1,0,0
操作,开了,1,1,0,0
操作,开大,1,1,0,0
操作,开至,1,1,0,0
操作,开通,1,1,0,0
操作,弄下来,1,1,0,0
操作,弄回去,1,1,0,0
操作,弄灭,1,1,0,0
操作,归位,1,1,0,0
操作,往上,1,1,0,0
操作,往上关一下,1,1,0,0
操作,往上调调,1,1,0,0
操作,往后滑,1,1,0,0
操作,往后移,1,1,0,0
操作,往外翻,1,1,0,0
操作,恢复正常,1,1,0,0
操作,恢复默认,1,1,0,0
操作,我想看,1,1,0,0
操作,我要,1,0,0,1
操作,扣一下,1,1,0,0
操作,扣上,1,1,0,0
操作,执行,1,1,0,0
操作,拉下,1,0,1,0
操作,拉开,1,1,0,0
操作,拉起来,1,1,0,0
操作,拍,1,1,0,0
操作,换,1,1,0,0
操作,换种,1,1,0,0
操作,掀起,1,1,0,0
操作,掉下去,1,1,0,0
操作,控制一下,1,1,0,0
操作,提升,1,1,0,0
操作,撤销,1,1,0,0
操作,收回,1,1,0,0
操作,改,1,1,0,0
操作,改一下,1,1,0,0
操作,放下,1,1,0,0
操作,断,1,1,0,0
操作,断开,1,1,0,0
操作,暂停一下,1,1,0,0
操作,暂停调节,1,1,0,0
操作,暗下去,1,0,1,0
操作,更改成,1,1,0,0
操作,查询,1,1,0,0
操作,滑一下,1,0,1,0
操作,灭掉,1,1,0,0
操作,热,1,1,0,0
操作,用不到,1,1,0,0
操作,盖上,1,1,0,0
操作,看一下,1,0,1,0
操作,看看,1,1,0,0
操作,禁,1,1,0,0
操作,禁止,1,1,0,0
操作,移一点,1,1,0,0
操作,移动下,1,0,0,1
操作,稍微关一下,1,1,0,0
操作,终止,1,0,0,1
操作,给关掉,1,1,0,0
操作,给关闭,1,0,0,1
操作,给我关了,1,1,0,0
操作,给我打开,1,1,0,0
操作,给我更换一个,1,1,0,0
操作,编辑,1,1,0,0
操作,落下来,1,1,0,0
操作,设为关闭,1,1,0,0
操作,设定为,1,1,0,0
操作,设成关闭,1,0,0,1
操作,调一些,1,1,0,0
操作,调一调,1,1,0,0
操作,调下,1,1,0,0
操作,调下降,1,1,0,0
操作,调取,1,1,0,0
操作,调成其他,1,1,0,0
操作,调整成,1,1,0,0
操作,调试,1,1,0,0
操作,调调,1,1,0,0
操作,调高,1,0,0,1
操作,转,1,1,0,0
操作,转动,1,1,0,0
操作,转换为,1,1,0,0
操作,转换至,1,1,0,0
操作,运行,1,1,0,0
操作,进行设定,1,1,0,0
操作,锁上,1,1,0,0
操作,锁解开,1,1,0,0
操作,闭,1,1,0,0
操作,降下去,1,1,0,0
操作,降为,1,0,1,0
操作,降低,1,1,0,0
操作,降低到,1,1,0,0
操作,降到,1,0,0,1
操作,降到下面去,1,1,0,0
操作_concrete,直,1,1,0,0
方向偏移量,10/100,1,1,0,0
方向偏移量,底,1,1,0,0
方向偏移量,百分之十,1,1,0,0
模式,一键复位,1,1,0,0
模式,一键成床,1,1,0,0
模式,一键躺平,1,1,0,0
模式,不透明,1,1,0,0
模式,个性化模式,1,1,0,0
模式,主动迎宾,1,1,0,0
模式,主动锻炼,1,1,0,0
模式,主题,1,1,0,0
模式,主题模式,1,1,0,0
模式,主驾,1,1,0,0
模式,主驾驶头枕音量静音,1,1,0,0
模式,休闲模式,1,1,0,0
模式,全背舒缓模式,1,1,0,0
模式,全车,1,1,0,0
模式,全车门,1,1,0,0
模式,关联驾驶,1,0,0,1
模式,关闭音响,1,1,0,0
模式,冷,1,1,0,0
模式,制冷模式,1,1,0,0
模式,制暖,1,0,0,1
模式,制热模式,1,1,0,0
模式,副驾,1,1,0,0
模式,副驾驶侧,1,1,0,0
模式,加热,1,1,0,0
模式,单色固定,1,0,0,1
模式,单色闪动,1,0,0,1
模式,压缩机,1,1,0,0
模式,双色,1,1,0,0
模式,只开主驾门,1,1,0,0
模式,吹着热风,1,1,0,0
模式,商务,1,0,0,1
模式,四驱模式,1,1,0,0
模式,增强,1,1,0,0
模式,多色,1,1,0,0
模式,小憩,1,0,0,1
模式,山地,1,1,0,0
模式,岩石模式,1,1,0,0
模式,常亮,1,1,0,0
模式,强劲,1,1,0,0
模式,循环,1,1,0,0
模式,快速制冷,1,1,0,0
模式,恒温,1,1,0,0
模式,慢刮,1,1,0,0
模式,成床,1,0,0,1
模式,手动确认,1,1,0,0
模式,按键静音,1,1,0,0
模式,推拿,1,0,0,1
模式,日出,1,1,0,0
模式,普通模式,1,1,0,0
模式,智能型,1,1,0,0
模式,智能模式,1,1,0,0
模式,智能自动,1,0,0,1
模式,来电,1,1,0,0
模式,极冻,1,1,0,0
模式,极速降温,1,1,0,0
模式,沉稳模式,1,1,0,0
模式,沙地,1,1,0,0
模式,泊车媒体音量设置为关闭,1,1,0,0
模式,波浪,1,1,0,0
模式,泥泞,1,0,0,1
模式,泥泞路面,1,1,0,0
模式,流水,1,1,0,0
模式,海浪,1,1,0,0
模式,深海冲浪,1,0,0,1
模式,清新,1,1,0,0
模式,渐变,1,1,0,0
模式,温度,1,0,0,1
模式,漂移模式,1,1,0,0
模式,热下吃的,1,1,0,0
模式,热放松,1,1,0,0
模式,热饮,1,1,0,0
模式,狂野,1,0,0,1
模式,电子,1,1,0,0
模式,电视屏静音,1,1,0,0
模式,省电,1,1,0,0
模式,私享,1,1,0,0
模式,竞速,1,0,0,1
模式,竞速型,1,1,0,0
模式,竞速模式,1,0,0,1
模式,简洁,1,1,0,0
模式,纯色,1,1,0,0
模式,经典,1,1,0,0
模式,经济模式,1,1,0,0
模式,续航里程警示,1,1,0,0
模式,续航里程预警,1,1,0,0
模式,背部激活,1,1,0,0
模式,脊柱放松,1,1,0,0
模式,脊柱舒展模式,1,0,1,0
模式,腰臀舒缓,1,0,0,1
模式,臀腿推拿,1,1,0,0
模式,自动关闭,1,1,0,0
模式,自动开启,1,1,0,0
模式,自动折叠,1,1,0,0
模式,自定义模式,1,1,0,0
模式,草地模式,1,1,0,0
模式,蛇形,1,1,0,0
模式,详细,1,1,0,0
模式,超级续航,1,1,0,0
模式,超级运动模式,1,1,0,0
模式,越野,1,1,0,0
模式,轻,1,1,0,0
模式,避让模式,1,0,0,1
模式,镜像风,1,1,0,0
模式,降降温,1,1,0,0
模式,陡坡缓降,1,1,0,0
模式,雪地模式,1,0,0,1
模式,雪天驾驶,1,1,0,0
模式,雷达音量关闭,1,1,0,0
模式,风吹麦浪,1,1,0,0
模式,黑夜,1,0,1,0
模式,默认,1,0,1,0
调节内容,SOC目标电量,1,1,0,0
调节内容,中音,1,1,0,0
调节内容,亮,1,1,0,0
调节内容,亮度值,1,1,0,0
调节内容,低音,1,1,0,0
调节内容,出风口,1,1,0,0
调节内容,加热,1,1,0,0
调节内容,味道,1,1,0,0
调节内容,开合角度,1,0,1,0
调节内容,开启幅度,1,1,0,0
调节内容,开启高度,1,0,1,0
调节内容,强度,1,1,0,0
调节内容,打开幅度,1,1,0,0
调节内容,拨杆方式,1,1,0,0
调节内容,按摩挡位,1,1,0,0
调节内容,旋转,1,1,0,0
调节内容,显示模式,1,1,0,0
调节内容,样式,1,0,1,0
调节内容,气温,1,1,0,0
调节内容,浓度挡位,1,1,0,0
调节内容,温,1,0,1,0
调节内容,灯光,1,1,0,0
调节内容,电池充电上限限制,1,1,0,0
调节内容,电池电量,1,1,0,0
调节内容,电量,1,1,0,0
调节内容,目标充电量,1,1,0,0
调节内容,缩放比例,1,1,0,0
调节内容,舒适曲线,1,0,1,0
调节内容,色温,1,1,0,0
调节内容,触摸振感强度,1,1,0,0
调节内容,转动力度,1,1,0,0
调节内容,软硬度,1,1,0,0
调节内容,运行时长,1,1,0,0
调节内容,运行时间,1,1,0,0
调节内容,透光率,1,1,0,0
调节内容,里程,1,0,1,0
调节内容,阻尼,1,1,0,0
调节内容,限速,1,1,0,0
调节内容,震动,1,1,0,0
调节内容,震动强度,1,1,0,0
身体位置,头部,1,1,0,0
身体位置,肩部,1,1,0,0
身体位置,背部,1,1,0,0
身体位置,颈部,1,1,0,0
车内灯类型,头顶灯光,1,1,0,0
车内灯类型,室内顶灯,1,0,0,1
车内灯类型,护眼灯,1,1,0,0
车内灯类型,旋转灯,1,0,0,1
车内灯类型,星环氛围灯,1,1,0,0
车内灯类型,星空穹顶,1,1,0,0
车内灯类型,氛围氛围灯,1,1,0,0
车内灯类型,照明,1,1,0,0
车内灯类型,稍微,1,1,0,0
车内灯类型,自动礼仪灯,1,1,0,0
车内灯类型,车内氛围灯,1,0,0,1
车内灯类型,车顶灯,1,1,0,0
车内灯类型,门控灯,1,1,0,0
车内灯类型,面发光灯,1,1,0,0
车内灯类型,顶灯,1,1,0,0
车外灯类型,全气候灯光,1,1,0,0
车外灯类型,前灯,1,1,0,0
车外灯类型,危险报警灯,1,0,1,0
车外灯类型,双跳灯,1,1,0,0
车外灯类型,双闪,1,1,0,0
车外灯类型,双闪灯,1,1,0,0
车外灯类型,双闪警示灯,1,1,0,0
车外灯类型,右转向灯,1,1,0,0
车外灯类型,寻车灯光,1,1,0,0
车外灯类型,小灯,1,1,0,0
车外灯类型,报警灯,1,1,0,0
车外灯类型,拐弯灯,1,1,0,0
车外灯类型,照地灯,1,1,0,0
车外灯类型,行驶灯,1,1,0,0
车外灯类型,门把手灯光,1,1,0,0
车外灯类型,雨灯,1,1,0,0
车机模块,报警提示音,1,1,0,0
车机模块,系统,1,1,0,0
车机模块,通知和安全提醒,1,1,0,0
音效,一,1,1,0,0
音效,三,1,0,1,0
音效,二,1,1,0,0
音效,呼唤,1,1,0,0
音效,流行,1,1,0,0
音效,现场音乐会,1,0,1,0
音效,科技,1,1,0,0
音效,超重低音,1,1,0,0
页面,控制面板,1,1,0,0
页面,显示,1,1,0,0
页面,档位设置,1,0,0,1
页面,画面,1,1,0,0
页面,的设置页面,1,0,0,1
页面,视频界面,1,1,0,0
页面,设置开关,1,1,0,0
页面,设置窗口,1,1,0,0
页面,设置项,1,1,0,0
页面,调节设置页面,1,1,0,0
页面,调节页,1,1,0,0
页面,配置,1,0,0,1
页面,面板,1,1,0,0
页面,首页,1,0,0,1
页面,驾驶设置,1,1,0,0
