status,reason_codes,normalized_signature,total,train,validation,test
ambiguous,no_mapping_rule,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1},""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""},""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""driver""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""all""}",1,0,1,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""driver""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""driver""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""},""zone"":""driver""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear_row""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""seat"",""intent_class"":""body_control"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""sunroof"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""window"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""window"",""intent_class"":""body_control"",""property"":""amplitude"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""entity"":""window"",""intent_class"":""body_control"",""zone"":""driver""}",1,0,0,1
ambiguous,no_mapping_rule,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""driver""}",1,1,0,0
ambiguous,no_mapping_rule,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,no_mapping_rule,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""all""}",1,1,0,0
ambiguous,no_mapping_rule,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""front_passenger""}",1,0,1,0
ambiguous,unexpected_source_slot,{},1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""deactivate"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""temperature""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""all""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":20}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":21}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":28}}",1,0,1,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""zone"":""all""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""rear""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":3}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""min""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""zone"":""rear""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""default""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""small""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":21}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22.5}}",1,0,1,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":26}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""all""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":4}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":21}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23},""zone"":""all""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24}}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":28}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""fan_speed""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":23}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""hvac"",""intent_class"":""body_control"",""property"":""temperature""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""massage"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""min""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""activate"",""property"":""fan_speed""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""default""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""property"":""fan_speed"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""default""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""property"":""fan_speed""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""feature"":""ventilation"",""intent_class"":""body_control"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""driver""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""deactivate"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1},""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":2}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear_left""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""default""},""zone"":""driver""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""small""},""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""property"":""temperature""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""seat"",""intent_class"":""body_control"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunroof"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""amplitude""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""sunroof"",""intent_class"":""body_control"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""amplitude""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""deactivate"",""operator_modifier"":""assignment"",""property"":""amplitude""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude"",""zone"":""all""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""deactivate""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""sunshade"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""all""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""all""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""driver""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""rear_row""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude"",""zone"":""front_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude"",""zone"":""rear_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""target"":{""kind"":""named"",""value"":""closed""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""zone"":""rear_right""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear_left""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator"":""set"",""zone"":""rear_right""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""amplitude"",""zone"":""front_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""entity"":""window"",""intent_class"":""body_control"",""property"":""amplitude"",""zone"":""front_row""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""driver""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""activate"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""heating"",""intent_class"":""body_control"",""property"":""temperature"",""zone"":""driver""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""front_passenger""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""feature"":""massage"",""intent_class"":""body_control"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""feature"":""ventilation"",""intent_class"":""body_control"",""operator"":""set""}",1,0,0,1
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""extreme"",""value"":""max""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""deactivate"",""property"":""amplitude""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""amplitude""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""extreme"",""value"":""min""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""amplitude"",""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed"",""target"":{""direction"":""decrease"",""kind"":""relative"",""magnitude"":""small""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""fan_speed""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""small""},""zone"":""front_passenger""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator"":""set"",""property"":""temperature"",""target"":{""direction"":""increase"",""kind"":""relative"",""magnitude"":""small""}}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator_modifier"":""assignment"",""property"":""temperature""}",1,0,1,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""all""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""driver""}",1,1,0,0
ambiguous,unrecognized_source_value,"{""intent_class"":""body_control"",""operator_modifier"":""assignment"",""zone"":""front_passenger""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1},""zone"":""all""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":4}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":6}}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""fan_speed""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":22.5}}",1,0,0,1
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":24}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature"",""target"":{""kind"":""absolute"",""unit"":""celsius"",""value"":25}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""operator_modifier"":""assignment"",""property"":""temperature""}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":1}}",1,1,0,0
needs_context,missing_entity_context,"{""intent_class"":""information_fragment"",""operator"":""activate"",""property"":""fan_speed"",""target"":{""kind"":""absolute"",""unit"":""level"",""value"":3}}",1,1,0,0
